,scrapping_date,review_rating,reviewer_name,review_date,review_title,review_content
35,2022-11-06 17:21:59.915673,5/5 Excellent,Kristen,"Oct 23, 2022",,It is an okay hotel in a great location
36,2022-11-06 17:21:59.925702,5/5 Excellent,Patricia,"Oct 23, 2022",,
37,2022-11-06 17:21:59.937971,5/5 Excellent,Nicole,"Oct 23, 2022",,"This hotel was so convenient to all the major sites we came to visit. Most places we could easily walk to, and places that needed an Uber ride were max of 10 minutes away. It was right on the riverwalk, and Michigan Ave was a block away. The room was comfortable too. Shower pressure was great. We were in a room right next to the elevator and we barely heard it (or any other guests for that matter). I'd definitely recommend and stay here again."
38,2022-11-06 17:21:59.948474,5/5 Excellent,"Andrew, Blaine","Oct 22, 2022",,"Great location, friendly staff. Checkout was not until noon, which is a plus. Right in the center of downtown. No valet or self parking. Their is a parking lock across Wacker St that charges $60/night. They were great and I would recommend."
39,2022-11-06 17:21:59.959603,5/5 Excellent,Richmond Expedia,"Oct 21, 2022",,Property is ok but my room 303 was overlooking a brick wall
40,2022-11-06 17:21:59.979035,5/5 Excellent,Michelle,"Oct 26, 2022",,"I had a lovely stay at Hotel Garden Inn.  The room was clean and the staff was fantastic.  The location is super coinvent as the hotel is close to downtown, the river, shopping and transit.  The only downside is that it does get loud outside of the hotel but I would definitely book again just for the coinvent location and fantastic staff."
41,2022-11-06 17:21:59.990939,5/5 Excellent,Gretttel,"Oct 25, 2022",,"Clean and friendly staff 
Perfect location"
42,2022-11-06 17:22:00.001029,5/5 Excellent,susan,"Oct 25, 2022",,Beck/Depp concert was the best! Great stay at HGI
43,2022-11-06 17:22:00.015769,5/5 Excellent,Stephen,"Oct 25, 2022",,Was good
44,2022-11-06 17:22:00.031026,5/5 Excellent,Diane,"Oct 24, 2022",weekend in Chicago,Our stay was amazing. The hotel is so cozy and in a very great location. We were able to walk everywhere and sightsee.  I will be back
45,2022-11-06 17:22:00.041105,5/5 Excellent,Kristen,"Oct 23, 2022",,It is an okay hotel in a great location
46,2022-11-06 17:22:00.051891,5/5 Excellent,Patricia,"Oct 23, 2022",,
47,2022-11-06 17:22:00.062619,5/5 Excellent,Nicole,"Oct 23, 2022",,"This hotel was so convenient to all the major sites we came to visit. Most places we could easily walk to, and places that needed an Uber ride were max of 10 minutes away. It was right on the riverwalk, and Michigan Ave was a block away. The room was comfortable too. Shower pressure was great. We were in a room right next to the elevator and we barely heard it (or any other guests for that matter). I'd definitely recommend and stay here again."
